gene	p_ebm	n_pep	abun	l2fc	mg
Trpc3	0.7336482366955048	3	826.86608270594445	-0.007922723799192823	FALSE
Rfk	0.733675640644603	2	596.8858137146666	-0.03261273972473778	FALSE
Cryzl1	0.7336906756225515	3	533.5753067385556	-0.023558580369443704	FALSE
Enpp4	0.734163263157536	5	909.5447054205	0.035205149295822774	FALSE
Polr2c	0.734219573628617	3	389.56942455927776	-0.011896714376669636	FALSE
Hhatl	0.7345459705299282	4	372.29270284894443	0.027107176888906404	FALSE
Gpn3	0.7345723723773341	3	143.70340448155557	-0.024600016180770182	FALSE
Ciao3	0.7346380936762796	3	137.71304409361113	-0.02694479586552546	FALSE
B9d2	0.7351442398787076	2	74.73039021155554	0.010147467652635286	FALSE
Lzts1	0.7354488109374097	3	243.7815493748889	-0.025416727294606926	FALSE
Diras2	0.7358268965324251	2	360.24359122405554	0.02146011562053703	FALSE
Tmem121b	0.7366588756723137	2	302.2936140736667	-0.01246795019951068	FALSE
Znf281	0.7368628775725947	3	224.92742192944445	-0.03630551335736346	FALSE
Lrrn1	0.7371676983237039	4	761.6015890398888	0.023534933618637448	FALSE
B4galt3	0.7375685114370988	1	188.8635936751111	-0.016668096420440773	FALSE
S100a5	0.7376057153001638	4	613.8531088457778	-0.8367767012765006	FALSE
Itprid2	0.7376787722161847	1	55.147145475555554	-0.024695669879095692	FALSE
Plxnb3	0.7377036026494215	4	213.40066148555556	0.019276409961072428	FALSE
Ap3s2	0.7378208799674303	4	401.0743465079445	-0.007709940251695268	FALSE
Lypla1	0.7380863147154145	4	877.8737990800556	-0.02294595839091072	FALSE
Trmt2a	0.7381413670564203	5	438.1927277443889	0.028572589697875787	FALSE
Degs1	0.7381416865684658	3	340.65684899027775	-0.01729925315723397	FALSE
Tapbp	0.7385706417231286	1	33.20936014	-0.03382799909252664	TRUE
Gstm2	0.7386712313923651	9	1017.0745984625555	-0.03870412324122117	FALSE
Naaa	0.738765655954722	5	415.05687202394444	0.0319033231408535	FALSE
Map6d1	0.738797816038952	3	486.26450213594444	0.004408390592448655	FALSE
Trmt1	0.7390757927654098	3	550.7370639686111	-0.02422218331194161	FALSE
Gal3st3	0.739389109496233	4	513.7924759326111	0.018161099581893176	FALSE
Cyth1	0.7396483415391522	5	729.9196376328333	0.003603802017724539	FALSE
Ythdc2	0.7396678586499441	6	309.18946973644444	-0.009272430770630339	FALSE
Ints5	0.7399049854732935	3	305.74871250027775	-0.010821793939431647	FALSE
Acad12	0.7404017104724246	2	158.212578693	-0.0328913745080221	FALSE
Cntn2	0.7406760358144304	6	780.3300670859444	0.009651399990676143	FALSE
Pbxip1	0.7408509612063595	5	587.6385219949444	0.018013597726096862	TRUE
Fbxo38	0.7408739937806226	3	309.83214671633334	0.014504389666315225	FALSE
Ccdc8	0.740886688214673	1	167.53390322222222	0.015519851828691936	FALSE
F12	0.7410649223415897	1	223.77812560977776	0.03426992934620084	FALSE
Nudt9	0.7410838625344344	3	788.7022599493334	0.01334999546243077	FALSE
Tmem151b	0.741103676165709	1	185.59858281533332	-0.01967494532168026	FALSE
Rfc5	0.7412883510832179	3	132.08554265499998	0.0014758280959131498	FALSE
Abcg1	0.741291268645671	3	167.53488579077776	-0.040636655214715725	FALSE
Dhx30	0.7413302627757765	4	749.6663872763888	-0.02662529324766005	FALSE
Tra2a	0.7414271864310737	5	788.6884858462222	-0.004144394272950494	FALSE
Taf5	0.7416000937996083	1	126.54376209877778	-0.023534287970065113	FALSE
Trmt10c	0.7416581491174054	6	900.1870626101112	0.019358695150286074	FALSE
Gda	0.7421340413685241	3	218.61347613238888	-0.032454325322745614	FALSE
Slc25a23	0.7421933356054342	4	730.8348053124445	0.01072901649985105	FALSE
Rgs7bp	0.7426181955637486	3	305.77660441066666	-0.006607979794083895	FALSE
Ago3	0.7426396826982422	6	1050.078204389889	-0.027563338303094476	FALSE
Gsr	0.7428074545247436	5	1078.1137123065555	-0.01016411413810794	FALSE
Casq2	0.7428108056399865	3	161.00653672716666	0.06226281224786386	FALSE
Kbtbd2	0.7430708602775793	3	624.5426018234444	-0.04910902829809391	FALSE
Alg13	0.7435132341662204	2	256.27908577705557	0.033674463698837726	FALSE
Ica	0.7438102217924293	5	332.87451813983336	0.04815573671090447	FALSE
Ufsp1	0.7442073183054826	5	539.3919037530555	-7.712353053152632e-4	FALSE
Dlg2	0.7442648747498172	8	1371.9096753745	-0.004861859218220726	FALSE
Smcr8	0.7446066448089718	7	1466.9002363878333	-0.017842780681175983	FALSE
MINDY3	0.7447606713795697	3	473.8779984747222	-0.034586677183943135	FALSE
Efnb2	0.7450989827611214	4	377.3870161945	-0.03873691309995066	FALSE
Ptp4a2	0.7455623690444114	1	63.055582083833336	0.02009930484949077	FALSE
Pld5	0.7457301457144315	2	219.81976633266666	0.024701864226410592	FALSE
Fam76b	0.7464867705041539	2	397.01136952	0.026119141987585665	FALSE
Lhfpl2	0.7465315949531971	1	25.461343107666668	0.03391609076338878	TRUE
Atp5me	0.7466659855383786	2	496.55680907016665	0.009816696880226204	FALSE
Vps16	0.7468306081180063	5	538.0408524751666	-0.0190208467900069	FALSE
Cdc42se2	0.7474238767231273	2	304.50429816183333	-0.03801488220265803	FALSE
Nectin3	0.7474558951149728	2	96.46242538433333	0.015033520212031727	FALSE
Heatr1	0.7475916531791833	2	140.7590154905	-0.028165409827925165	FALSE
Tspyl5	0.7482841318269169	1	94.67742088283333	-0.015026058521269025	FALSE
Slc6a17	0.7483277905835051	5	1158.0696662671667	-0.029100680256843366	FALSE
Icoslg	0.7484340986012397	1	38.993978085555554	0.023737345474101806	FALSE
Thap12	0.7489788178944912	1	31.9588958145	0.020434109087853522	FALSE
Pi4k2a	0.749016313675835	5	798.0566114565556	0.01790522046891221	FALSE
Mthfd2	0.7493102367116895	3	180.61218813966667	-0.029672263370887093	FALSE
Rfc4	0.7493844855415092	2	96.33298043650001	0.03261571940352319	FALSE
Agps	0.7493946060353353	4	450.70671272988886	-0.017454797306167648	FALSE
Abcd2	0.7494613313691709	6	576.2789620136111	-0.01799999483040644	FALSE
Abhd17c	0.7497435436622691	4	402.58466839205556	0.03006780387805409	FALSE
Marchf5	0.7502708632780399	3	218.10848416666664	0.003133416439785218	FALSE
Suz12	0.750497642546902	1	308.1429168678889	0.0197015704632779	FALSE
Nr2f1	0.7508061876628859	3	246.3810392095	0.04004490689244136	FALSE
Tepsin	0.7509229907826644	1	36.497191899166666	0.023967078380631956	FALSE
Atg16l1	0.7512842456390443	6	872.4087426918334	0.02918619629251523	FALSE
Vcl	0.75128675254819	4	902.2183422298333	-0.1859420250713424	FALSE
Smim8	0.7512881251786349	2	293.6881869292778	0.012691414256998802	FALSE
Mboat2	0.7513586540082234	4	437.5969777759445	-0.028492547140483944	FALSE
Tmem175	0.7516865184789802	2	162.8926108072222	0.026585063794876324	FALSE
Atp6ap2	0.7516934602799259	5	840.4251605375	-0.024252689972372076	FALSE
Atp6v0d2	0.7518063277055775	1	70.52453150944444	0.031492178262295466	FALSE
Pdcd11	0.7518462255204212	4	262.0930078178333	0.010809671051247673	FALSE
Adcy8	0.7521267989217011	6	625.460231537889	-0.034941554883118765	FALSE
Maea	0.7521866280992082	4	321.3967725002222	-0.014357796831733681	FALSE
Adgrb2	0.7522207651641857	6	715.6988560747777	0.013571999029589353	FALSE
Sys1	0.7522936633775272	1	63.02648298755555	0.030877318845813316	FALSE
Ntng1	0.7527603775350887	5	503.72172024994444	0.012836240519217106	FALSE
Lrp4	0.7530131094086928	2	121.519348943	-0.00826172635290688	FALSE
Anxa13	0.7535764705453517	1	71.56146995672222	0.04458593612522433	FALSE
Kcna4	0.7537560739506366	6	1025.3977899467777	-0.020551794433645895	FALSE
Srfbp1	0.7542195124475204	1	33.623274295555554	-0.026780771835673366	FALSE
Sar1b	0.7546054352054451	5	1509.7332272029444	-0.05160100573679187	FALSE
Dut	0.7546692095202672	5	724.5557869513333	-0.022489078251572193	FALSE
Slc7a14	0.7546839359850112	4	389.4537989784444	-0.038197220920954456	FALSE
Ybx3	0.7554248357086997	3	145.6073961992778	-0.010101123800093401	FALSE
Kcnip4	0.7555393997005009	5	735.0424249707778	-0.017901066786749957	FALSE
Shc2	0.7558312311854947	2	127.51633554227777	0.027535880868412445	FALSE
Slc4a1	0.7560777324776319	5	1068.683875891611	-0.06365937098204003	FALSE
Pdk4	0.7561039028152843	1	22.65435132988889	0.025846165629421554	FALSE
Nmt2	0.7566012771449413	3	223.7867202328889	-0.001631836462639355	FALSE
Sub1	0.7567806631139053	4	415.42493933994444	0.01499276307727227	FALSE
Neo1	0.75680458728368	6	441.1689859897778	-0.034436856401885096	FALSE
Ppwd1	0.7568458293113962	4	541.6288442427777	0.003144687587139726	FALSE
Nfia	0.7569623011240018	4	330.8062560296111	2.0603600195162781e-7	FALSE
Auh	0.7569706255490805	7	2205.910343467389	0.007940714836664895	FALSE
Grin2b	0.7570435604208283	7	928.0744937921111	0.0012620808721241336	FALSE
Ganc	0.7571661012876303	7	561.8553530953889	-0.040304236850202846	FALSE
Shisa8	0.7572151459329871	2	132.92134884694445	0.06240606094927118	FALSE
Herpud1	0.7572345979693264	1	42.457773464	0.027049662733920683	FALSE
Trim37	0.7574749036604117	2	46.11655012205556	-0.0398235255838475	FALSE
Ints4	0.757823107356312	2	97.4035849805	-0.03784353002072876	FALSE
Dhrsx	0.7580838834335818	2	239.6017502421111	0.023628020399089348	FALSE
Gk	0.7587173358341421	5	1706.8982348494444	0.008331733158067548	FALSE
Tomm40l	0.7587659942181617	4	966.801342291	-0.034723624537024565	FALSE
Mtcl1	0.7587999962910974	5	573.7308749969444	0.01212230679390527	FALSE
Taok3	0.7588830060433096	3	593.8692869023333	0.01547141467596016	FALSE
Taz	0.7589230552227305	4	187.53340449305557	0.001327088614353403	FALSE
Pik3r1	0.7591442791978088	7	737.4532286738333	-0.02226290958292266	FALSE
Oprl1	0.7595728864142723	2	147.18051088455556	-0.011731639930932177	FALSE
Serpina9	0.7596535363958554	2	179.8012804217778	-0.02310044866485464	FALSE
Slc35d3	0.7596917568116875	1	80.63350097666667	-0.019400786609889097	FALSE
Yipf3	0.7597122173841189	3	467.7018397870555	-0.00838306472592067	FALSE
Sparc	0.7598440787093257	3	396.7569879225	-0.03600494413039329	TRUE
Prr3	0.7600341109336516	4	279.22907935611113	-0.034848084933671225	FALSE
Wdcp	0.7600790850179568	1	23.953646131833334	-0.03324550237798659	FALSE
Prpf40a	0.7600957336928351	4	441.41116254216666	-0.010042567871267597	FALSE
Nbeal1	0.7603857736686968	1	110.48074820533333	0.017611938055746363	FALSE
Tapt1	0.760860476355208	7	392.50303998044444	-0.02984586726467838	FALSE
Lancl1	0.7613746143354763	4	318.56153965755556	-0.010848808655816175	FALSE
Synpo2	0.7616209556731317	5	189.16519061416668	0.008603486048409464	FALSE
Gabrg3	0.7617462663893779	2	65.11085419783333	-0.04210929287829199	FALSE
Alox12	0.7617525864498258	1	117.96232823333332	-0.04197570090964135	FALSE
Arl6ip1	0.7617587822745955	2	450.2773530878334	0.011801960579043601	FALSE
Lrrtm3	0.7618572361039616	2	316.7234213215556	0.025362130504777695	FALSE
Pak6	0.7622386556330869	2	219.53356630233333	-0.008137864657279588	FALSE
Nphp4	0.7626680397765722	3	209.8710410601111	-0.034123114282032664	FALSE
Ginm1	0.7631811586874624	1	118.89552594516667	0.03703553221868549	FALSE
Serpinb6b	0.763270393633767	6	746.8189020552777	-0.01766055831855058	FALSE
Naxe	0.7632754231997256	5	1060.8898124400555	0.0019721058065522443	FALSE
Ctdsp1	0.7632952943866483	3	491.4284916253333	-0.022982932361124673	FALSE
Wdr17	0.7634221587346055	5	580.2592518175555	0.03070942866663379	FALSE
Adam10	0.7638832791997753	4	513.0484930786666	-0.008028716246126864	FALSE
Pex19	0.7640634580842033	5	718.5777455046666	-0.019709127361894715	FALSE
Gm20390	0.7641986385928752	2	677.7375015246666	-0.01989014097590454	FALSE
Slc9a5	0.7646985158290047	1	34.134076423888885	-0.02639899064689876	FALSE
N4bp3	0.7651185717202141	2	61.74545908216667	-0.041798277063319136	FALSE
Casd1	0.7652427636718149	2	174.24938351305556	0.031875472692626444	FALSE
Scoc	0.7656756140469154	2	249.0735836377778	-0.025720668959393837	TRUE
Echdc3	0.766327256582124	4	217.55661333383333	-0.05153645879040018	FALSE
Dlg3	0.7663378811987132	6	407.1670463569444	-0.038262803350304096	FALSE
Ociad1	0.7669409000385851	4	686.9546359233333	-0.07081402860406576	FALSE
Smpdl3b	0.7671735311434649	3	222.51065331122223	-0.02235202973536127	FALSE
Ctr9	0.7675786491761522	4	298.7245718207778	0.038038518479081504	FALSE
Atp2c1	0.7676461238290799	5	797.5163619317223	-0.011319210792647263	FALSE
Il1rapl2	0.7677463692278492	1	86.26348835077778	0.019947547586556875	FALSE
Ccz1	0.7679621019520044	4	438.2635033221667	-0.030342151805556206	FALSE
Atg12	0.7681733428129915	2	277.9899171531667	-0.014651074805179066	FALSE
St3gal6	0.768264724419597	2	125.06940093166666	-0.028272528829482255	TRUE
Rbfox1	0.7685719754956775	5	572.5658145532777	0.009636217759921097	FALSE
Ccdc6	0.7689839961982162	6	668.5695887571111	-0.016055782945511587	FALSE
Irak2	0.7690982221733708	1	27.26693007638889	0.024291705815905014	TRUE
Hexd	0.769578365025399	2	972.6039017942222	0.02768546552886908	FALSE
Ninj1	0.7698704788186903	2	181.43435746944445	-0.035593614539634624	FALSE
Cldn5	0.7699594519761594	1	150.7096055205	-0.02525759264552448	FALSE
MACIR	0.770284416803673	2	192.37237573455553	0.014780666874160416	FALSE
Eva1a	0.7703596121140366	2	62.89112308855556	-0.0436197583424421	FALSE
Abca8b	0.7704551241782449	1	240.26132227444444	0.015885494820184802	FALSE
Abcd1	0.7705949125547801	4	514.4997298571111	-0.023993439650876393	FALSE
Dgcr2	0.770732607678597	2	137.79967692055556	-0.025014697695281234	FALSE
Utp4	0.7707699323043107	1	38.624224513777776	-0.030452958115004845	FALSE
Tmem43	0.7708187072626342	5	840.4846538783889	0.004451620491346937	FALSE
Naa40	0.7711063172814558	2	276.9037252632778	-0.011628768040519454	FALSE
Abhd17b	0.7712291988556501	4	536.6742022952778	0.012805773859452292	FALSE
Fam155a	0.771309764431686	1	47.99254858483333	0.015887805520201696	FALSE
Asap2	0.7713491237771468	7	870.1680649492222	0.0059996953601815	FALSE
Gfap	0.7714082926705396	6	943.7045353345	0.09331968450204187	FALSE
Gnl3l	0.7718676201847409	2	258.11725840677775	-0.007279678889901074	FALSE
Cox11	0.7722169546267591	2	399.124052424	0.031768281496892994	FALSE
Sh3rf2	0.7724239673950845	1	45.259826460666666	0.016825230117554622	FALSE
Zmat2	0.7724931896391435	4	844.1236702218889	-0.009733192336513444	FALSE
Nr2f2	0.7725783186646726	2	510.3363751458333	-0.0031968237406003706	FALSE
Rhbdl1	0.77330387945445	2	452.8160084047222	0.027779934375923653	FALSE
Cyb5d2	0.7733105745492507	3	245.56923203955557	-0.03235112727300286	FALSE
Hk2	0.7733962759021746	3	485.94821811577776	-0.019228604851436012	TRUE
Dvl3	0.7735000187308583	5	548.1610901583333	-0.022438857162945237	FALSE
Angel2	0.773548483336656	3	408.6697338167222	-0.02052316221816292	FALSE
Irag1	0.7739013336098143	1	41.52504242422222	0.01811236069826268	FALSE
Maoa	0.7740653671522874	3	832.7708982511667	0.0036860263970473323	FALSE
Tns2	0.7746850081862913	5	262.82761787572224	-0.02496964957358664	FALSE
Entpd3	0.7750319492106864	2	381.8265821593333	-0.02710448958528377	FALSE
Btbd17	0.7751387771967656	5	903.6393462998333	0.01371575168188119	FALSE
Ildr2	0.7751763142007404	3	411.0691394863889	-0.018875333990008004	FALSE
Plcd4	0.7751763965610448	2	455.5999111424444	0.029871414125014317	FALSE
Rab22a	0.7752940535413626	4	641.746949421	-0.011428350308547722	FALSE
Atp6v1g1	0.775383028321902	3	445.7562042770556	0.007238984420312161	FALSE
Thbs1	0.7755873729025681	4	312.28724058222224	0.005454004473722946	FALSE
Atn1	0.7756879281581641	5	590.0108256277778	-0.015319737452049818	FALSE
Nfxl1	0.775775133712977	5	488.4342783607222	0.016371356344834834	FALSE
Pacsin3	0.7760077166129267	5	751.5107453702221	-0.0025917625963216184	FALSE
Gid4	0.7766342383485773	1	357.35945928216665	0.011417595698604241	FALSE
Dxo	0.7771535951459452	1	131.34485738716666	0.02216989186783389	FALSE
Zadh2	0.7774231855919144	4	634.0508698542778	0.0016630671450421264	FALSE
Fam210b	0.7774256991333833	2	284.5414081961111	-0.02367018519848497	FALSE
Gnai2	0.7774766540769373	5	778.8035251673333	-0.0074195536412666446	FALSE
Hdac8	0.7775430445157612	5	1091.9107588587221	0.019714739168261476	FALSE
Serpinb1a	0.7776711776994412	4	606.0788462279445	-0.03919424902888469	FALSE
Kdsr	0.7777961327407245	6	437.5575467326111	0.02445306411974103	FALSE
Tbl1x	0.7780364547180235	7	497.722654064	0.0019808969830515098	FALSE
Tspan14	0.7783925336577252	3	171.16480485638888	0.024705257251473083	FALSE
Mrpl44	0.7786007245629739	3	636.3389564886667	0.024568148297259586	FALSE
Amer2	0.7787152887204594	6	1107.4392541540556	-0.010615040382562144	FALSE
Apc	0.7787170315018925	7	1067.4426399351112	-0.015115845893303673	FALSE
Fgf1	0.779055452664785	3	743.5720714692777	-0.009928691484134201	FALSE
C2cd4c	0.7790946943425511	4	248.57054536694443	-0.03101480267089979	FALSE
Kdm1b	0.779254276475321	1	25.838332787333332	0.031058266702088458	FALSE
Pcdhga12	0.7799710858639524	3	349.00556252044447	-0.023082525972560178	FALSE
Pitpnm1	0.780233187763441	6	793.7304493322778	-0.028470163314425576	FALSE
Shisa7	0.7802619424018673	4	893.431671739	0.0132919630865126	FALSE
Adra2a	0.7802992517893883	4	770.7341320105555	0.0070678504393230914	FALSE
Fam184a	0.7805441277881201	3	284.7969700676111	-0.040510996050202086	FALSE
Rtkn	0.7806146057148335	7	670.6137397205	-0.016054410220331418	FALSE
Xkr6	0.780710495346342	1	106.69617642872223	0.030225211755581512	FALSE
Dolk	0.7812790362691843	1	23.039155246222222	0.02979853090365951	FALSE
Gps2	0.7824310742128548	2	165.70620535161112	0.01865851071275685	FALSE
Dmp1	0.7828395984659982	1	65.54408834366667	0.0791915245950099	FALSE
Ca4	0.7830688837661721	6	683.6567843722778	-0.010964462017078753	FALSE
Pdgfrb	0.7830947291101389	7	632.9436856443334	-0.007094177055360756	FALSE
Cyb5r3	0.7845178527437133	3	416.25004031544444	0.02409907399348593	FALSE
Nmnat3	0.7849180024917788	6	412.7218304173333	-0.013208303099216317	FALSE
Efcab14	0.78522077582992	5	745.078054923	-0.024165891167051982	FALSE
Yod1	0.7852637732241037	6	549.4931007955555	-0.013306469412030775	FALSE
Lrrc57	0.7858534829548061	3	1245.5860242495	-0.02287552271929805	FALSE
Rbm6	0.7858842944407747	4	245.75811747455555	-0.021857955965189864	FALSE
Clasrp	0.7859227149870414	1	24.110566836944443	0.03005665628409547	FALSE
Tmem266	0.7864891365116305	4	291.6091935168889	-0.03810637725371532	FALSE
Ppp1r16a	0.787314258198861	4	380.0795749316111	-0.027535794321297494	FALSE
Trmt10a	0.7874463453766617	2	206.98775467144446	-0.01812077565498515	FALSE
Coq7	0.7876188629339412	3	758.3585216136667	0.0036218530950355	FALSE
Plce1	0.7878852459379919	3	209.51888417816667	5.748744285793162e-5	FALSE
Hmox2	0.788365715656047	6	907.7308385508334	-0.01893588269840681	FALSE
Tut1	0.7887560574676573	4	240.363289222	-0.008616406858672728	FALSE
Ddx46	0.7888684642617927	4	397.59227437811114	-0.014559863855616563	FALSE
Rusc2	0.7895061551097577	3	227.01679918966667	-0.02533578911910812	FALSE
Krt18	0.7897978959578753	2	90.943839416	0.08724352908837779	FALSE
Grid2	0.7898938749645692	6	761.5642104401667	0.047376309379796935	FALSE
Pogz	0.7899317022229093	5	628.1504998477222	-0.010718956508442264	FALSE
Hbb-bs	0.789980676453039	3	1248.4238110968888	-0.06348521773854297	FALSE
Gtf2f1	0.7901681605360138	4	444.7894228421667	0.0048700116301605935	FALSE
Cby1	0.7902522000788116	1	31.616651990944444	-0.014201587163498853	FALSE
Tm2d2	0.790337220727478	1	111.65164038883333	0.020730970089364573	FALSE
Nudt19	0.7908109505462895	6	527.1486713002778	-0.012530572480839478	FALSE
Ranbp17	0.7910658726314084	3	120.33643053827778	-0.035549190863543766	FALSE
Hmg20a	0.7913939116265056	5	321.29321074216665	-0.015663364261705837	FALSE
Sh2b2	0.7914330162629958	1	53.07289425138889	0.02072490303664507	TRUE
Taf1	0.7918540046770163	2	161.73394452444444	0.01018658077242997	FALSE
Pkig	0.7918955666993	1	161.25071491594443	-0.024989955489785443	FALSE
Myo1b	0.7919996988035356	11	1172.7882125427777	0.01963952275450639	FALSE
Krit1	0.7922602816347334	4	406.9521785208889	-0.016179328793829696	FALSE
Mfhas1	0.7923309591524184	4	411.63838242338886	-0.019226771145339026	FALSE
Meaf6	0.7924325091076003	2	105.38742029388888	-0.012723422395995587	FALSE
Dysf	0.7926222315933329	1	53.88299783011111	0.036411160747371114	FALSE
Znf24	0.7927260748149643	1	21.718419053222224	-0.021057241354317868	FALSE
Pm20d1	0.7930803603675666	5	579.5547998063333	-0.027415369982795822	FALSE
Psd	0.7935923757648757	4	336.8486190947222	0.03270814260697145	FALSE
Brcc3	0.794226236592859	5	634.187490836889	-0.03357960560339986	FALSE
Inpp5e	0.7952262416103911	6	521.6289482104445	-0.016637063725088694	FALSE
Slc6a15	0.7955906216709594	4	680.2618805035555	-0.005335181342692069	FALSE
Smn1	0.7957871984186544	1	47.62973445233333	0.023052187064060283	FALSE
Xpnpep3	0.7960038649310657	4	447.5926556742778	0.007897323578639256	FALSE
Dpm3	0.7960930688562722	2	189.10084581005555	-0.007979418110288076	FALSE
Xrn1	0.7964254974316367	1	126.96348745783334	0.031249123387287206	FALSE
Clic5	0.7965556076752681	2	125.58791307988889	-0.033822770473970414	FALSE
Rnf25	0.7970320219536631	3	518.9354865856111	-0.014301530617535183	FALSE
Alg2	0.7972450941337539	4	941.5723882346666	0.025244269235639494	FALSE
Ube2g2	0.7973040166686599	1	37.42588436016666	-0.015112423962342114	FALSE
Hnrnph1	0.797388878100928	2	110.11764184500001	0.03455201248610358	FALSE
Hspa1a	0.7974038749239475	1	76.63923408305556	0.016899118674023203	FALSE
Ifit1	0.7975850066811747	2	232.97517191438888	-0.05464643014574293	FALSE
Ca8	0.7978948761772113	5	1256.2918749108333	-0.02610326158316962	FALSE
Aldh3a2	0.7980227405808256	4	802.8543418785555	-0.004090123070591322	FALSE
Etfdh	0.7989649008230599	3	734.6333125985556	0.029737475093214963	FALSE
Mmab	0.7991349625587396	3	554.4544477958889	0.013993532661051546	FALSE
Rbm7	0.7992778862057565	4	207.36158324422223	-0.029035973557356064	FALSE
Bace1	0.7994855353976498	2	182.21259552133333	-0.02674687318721182	FALSE
Dennd4b	0.7997693547792077	4	193.7948383305	-0.031964229384970025	FALSE
Htr1a	0.7998283861675898	2	67.00841340422222	-0.019727089750935886	FALSE
Cnksr2	0.8002794411976701	4	618.5739440034445	0.015771730849571695	FALSE
Clptm1l	0.8004144217116695	4	293.10664216733335	-0.017955774171058352	FALSE
Pml	0.8008904975216719	2	68.23531096127778	-0.020700987346112337	FALSE
Cd109	0.8009098098243594	4	423.5289576755556	-0.009872952735263252	FALSE
Qpct	0.8012512832127617	3	182.91950508183334	-0.04179321364428479	FALSE
Rgma	0.8012542395745488	6	278.23609393155556	-0.039204133200797665	FALSE
Nsmce1	0.8013239754083465	2	56.81355685161111	-0.03067645618334891	FALSE
Opcml	0.8014337236893356	7	454.66151948705556	-0.00257748033671385	FALSE
Atp5pd	0.8016193849014202	3	344.4572286626111	0.032443809433341755	FALSE
Ncoa1	0.8016413732394134	5	439.138625038	-0.058235566059456324	FALSE
Plekha2	0.8019449488561574	3	487.7330544909445	-0.03407799925617365	TRUE
Zfand3	0.8022128763247299	2	161.731045752	0.022317758359333886	FALSE
Acsl6	0.802815565027466	8	770.7476184888334	-0.011376542329455477	FALSE
Mospd1	0.803310185193997	2	137.32061951733334	-0.02421451935076051	FALSE
Slc6a7	0.8036999952384838	4	810.8816244289444	0.02225162733726893	FALSE
Glipr2	0.8037364169959963	5	578.5604622974445	0.017496179396526	FALSE
Rhag	0.803838273056882	2	143.995126684	0.027680663252152772	FALSE
Nfib	0.8039259739505769	5	375.02319774333336	-0.002668399829992045	FALSE
Myo16	0.8039297029906856	1	145.9119812288889	0.021459665784689927	FALSE
Stk16	0.8039946491380656	3	560.2821874250556	-0.021338544877730705	FALSE
Vwf	0.8045530224484041	2	163.35488055349998	-0.03537247299248965	FALSE
Men1	0.8048585771500247	3	139.7408950012222	-0.03937223963206936	FALSE
Prdx3	0.8050255086386777	3	485.3974062525555	0.06195602776827738	FALSE
Fmnl1	0.8052960667192539	8	505.1412892673333	0.003821568689184392	FALSE
Abca7	0.8054132065387817	2	264.6410684729444	0.011318020118608616	FALSE
Daglb	0.8055491473276031	3	479.1586173388889	-0.01753413193773631	FALSE
Agap1	0.8055578014272282	1	92.6106410555	-0.015295862829465948	FALSE
Sort1	0.8057925223971298	3	945.3098713922777	-0.012647280450240626	FALSE
Pcx	0.8058137257940831	7	975.8041463741667	0.022188180183958628	FALSE
Rspry1	0.8060503341113826	2	149.5123434497222	-0.018580601289932254	FALSE
Fkbpl	0.8062509036297276	3	296.39267832394444	-0.025702617678102096	FALSE
Mtfmt	0.8063908391261867	5	610.5477210935555	-0.006574158692989876	FALSE
Parp3	0.8071177951575402	4	167.63228416733332	0.03955373672606931	FALSE
Nf2	0.8072985201791564	6	516.0862529362778	-0.03439083481368309	FALSE
Map3k3	0.8074496831395199	1	121.95523486516667	-0.01637830120442813	FALSE
Uap1l1	0.8076650214510321	3	479.4318825562778	-0.00665737069107656	FALSE
Gp1ba	0.807812747239721	2	46.43230857161111	0.013393141458937871	FALSE
Immp1l	0.8085452995374407	1	33.81280953816667	-0.016778785473018084	FALSE
Trnt1	0.8089309354777261	3	1061.3695723807223	0.04379809446528407	FALSE
Cxxc5	0.8089946102714332	1	204.19527112794444	0.043577342612037516	FALSE
Syap1	0.8090874222576506	5	414.31388224222223	-0.04782649488431855	FALSE
Matn1	0.8091821216651714	1	164.54302527144444	0.02375042058769279	FALSE
H3c2	0.8097224783357949	1	37.05552384577778	0.020253143924606535	FALSE
Etfa	0.8098255782415364	1	25.2132601325	-0.02806119996434706	FALSE
Timm29	0.8110611622712595	6	744.7294616608889	0.017486826045165684	FALSE
Adcy9	0.8110765449938757	7	1303.8135728520556	-0.00790702809222357	FALSE
Apoh	0.8113023305298133	6	446.60031113972224	0.021288340607160956	FALSE
Ube4a	0.8116325842001448	13	1275.1799171491111	-0.010125121286076694	FALSE
Slc27a3	0.8116695868220081	4	281.3689428277222	-0.013493049334217305	FALSE
Eapp	0.8118885093993344	2	73.02378595338888	-0.023636602997867878	FALSE
Nde1	0.8119351473479971	2	132.51863976183333	-0.032062286457721786	TRUE
Otud7b	0.8121652471815402	2	93.7591601918889	-0.009219434543978104	FALSE
Ctnnd1	0.812254802307002	6	516.9268165876666	0.005449610480935609	FALSE
Rfxap	0.8126030867699774	1	94.19254824527778	0.014732216050613811	FALSE
Trmt11	0.8128367462146597	6	637.0554599483888	0.0013363373854547763	FALSE
Cryl1	0.8129422826202155	6	462.74132512172224	-0.019883486783086872	TRUE
Ntrk3	0.81365131019833	7	912.9391287935	-0.013999510178961273	FALSE
Smarca2	0.8136869487141246	5	433.53894932027777	-0.034462289965626086	FALSE
Mlf2	0.813893384886803	5	453.37328699933335	-0.010215183971421047	FALSE
Ddx49	0.8142463135326359	1	34.6192717435	-0.022233711929546044	FALSE
